,HastaneAdi,Enlem,Boylam,Adres,Telefon
694,Trabzon Yavuz Selim Kemik Hastalklar Ve Rehabilitasyon Hastanesi,40.99551,39.72568,"Boztepe Mah. ran Cad.
 
Merkez / Trabzon
",4623221140
695,Tunceli Az Ve Di Sal Merkezi,39.107853,39.548508,Mooltay Mah. Okullar Cad. Tunceli Az Ve Di Sal Merkezi,4282126533
696,Tunceli Devlet Hastanesi,39.109234,39.549816,"Cumuriyet Mahallesi
aldran Tepe Mevkii 
Elaz Karayolu Yan 
Yeni Hastane Hizmet Binas",4282121039
697,anlurfa Akakale Devlet Hastanesi,36.71329,38.94825,Atatrk Mah. Mehmet Akif Ersoy Caddesi Akakale Devlet Hastanesi Akakale/anlurfa,4144112333
698,anlurfa Az Ve Di Sal Merkezi,10.35,30.72,"Atatrk Mah. Hastane Cad. Az Ve Di Sal Merkezi
anlurfa",4143184818
699,anlurfa Balklgl Devlet Hastanesi,37204080.0,38770752.0,Akabe Mah.Merkez/.Urfa,4143512562
700,anlurfa Bozova le Hastanesi,37.35,38.51,Suru Yolu nc Km  mam Hatip Lisesi Kars Bozova / anlurfa,4147115028
701,anlurfa Birecik Devlet Hastanesi,37.029922,37.985474,Meydan Mah.Hastane Cad.63400 Birecik/anlurfa,4146521083
702,anlurfa Ceylanpnar Devlet Hastanesi,36.5,40.3,Aydnlk Mahallesi 209.Sokak No:10 Ceylanpnar / anlurfa,4144714612
703,anlurfa Eitim Ve Aratrma Hastanesi,38.48,37.11,Mehmet Akif nan Eitim Aratrmahastanesi Esentepe/anlurfa,4143186000
704,anlurfa Halfeti le Hastanesi,37.25,37.86,"Siyah Gl Mahalesi Hastane Caddesi No:1
P.K:63950 Halfeti anlurfa",4147511510
705,anlurfa Harran Devlet Hastanesi,39.02422,36.8683,Sleyman Demirel Mah.,4144412850
706,anlurfa Hilvan Devlet Hastanesi,37.5751,38.9631,Balar Mah. Glck Yolu Cad,4146813233
707,anlurfa Kadn Hastalklar Ve Doum Hastanesi,37.49,38.46,pek Yol Cad Saglik Mdrl Yan,4143188400
708,anlurfa Suru Devlet Hastanesi,36.58,38.26,Dikili Mah. Ziyaret Yolu Caddesi Suru anlurfa,4146113068
709,anlurfa Siverek Az Ve Di Sal Merkezi,39.3,37.75,Abdalaa Mh 25 Sk No:9,4145532224
710,anlurfa Siverek Devlet Hastanesi,15.45,15.45,anl Urfa Yolu zeri 10. Km Siverek Devlet Hastanesi,4145521246
711,anlurfa Viranehir Devlet Hastanesi,371343.0,39461.0,Ceylanpnar Yolu zeri 3.Km Viranehir anlurfa,4145113007
712,anlurfa ocuk Hastalklar Hastanesi,37.159435,38.78656,Atatrk Mah. Meteroloji Cad.,4143184000
713,Uak Az Ve Di Sal Merkezi,38.673046,29.407928,"Uak Az Ve Di Sal Merkezi 
Kemalz Mh 4. Serkan Sk. No:3 Uak",2762131111
714,Uak Banaz Devlet Hastanesi,38.72826,34.030926,ehitler Mah. Okullar Sok. No:74 Banaz/uak,2763151348
715,Uak Devlet Hastanesi,38.6761,29.4502,Gazi Bulvar Uak,2762240000
716,Uak Eme Devlet Hastanesi,38.403126,28.96951,eyll Mahalesi Blent Ecevit Cad. No:  14  Eme/uak,2764141928
717,Uak Sivasl Devlet Hastanesi,38.558907,29.698334,Aknclar Mahallesi Uur Mumcu Caddesi Sivasl / Uak,2766181519
718,Van Az Ve Di Sal Merkezi,38.56535,43.38501,Meraal akmak addesi Kzlay Kan Merkezi Kars 65100 Van,4322151560
719,Van Bahesaray le Hastanesi,38.126995,42.804108,slam Mah. Bahesaray Devlet Hastanesi,4327512062
720,Van Bakale Devlet Hastanesi,38.04052,44.020844,Hakkari Yolu zeri Ertu Petrol Yan Bakale Devlet Hastanesi Bakale/van,4326512037
721,Van Blge Eitim Ve Aratrma Hastanesi,38.481544,43.387756,"Van Blge Eitim Ve Aratrma Hastanesi
 Sphan Mah. Havayolu Kava 1. Kilometre Galericiler Sitesi Kars Van/merkez
 ",4322177604
722,Van Erci Devlet Hastanesi,39.025585,43.365784,Van Yolu Cad. Erci Devlet Hastanesi,4323519661
723,Van Geva Devlet Hastanesi,38.300716,43.10486,Karyaka Mah 100.Yl Cad Geva Van,4326122065
724,Van Kadn Doum Ve ocuk Hastalklar Hastanesi,0.0,0.0,pekyolu zeri 3. Km Van /merkez,4322171978
725,Van Muradiye Devlet Hastanesi,38.300716,43.10486,Yeniehir Mahallesi Hastane Cad.No:13,4324512047
726,Van aldran le Hastanesi,38.498543,43.396854,Kla Mah. Doubeyazt Cad. No 29 65970 aldran / Van,4324122288
727,Van atak le Hastanesi,38.009148,43.058167,Cumhuriyet Mah. Atatrk Cad. Pk:65780 atak/van,4325122551
728,Van zalp Devlet Hastanesi,38.49928,43.396683,zalp,4327122775
729,Yozgat Akdamadeni Devlet Hastanesi,39.65971,35.87892,Akdamadeni Devlet Hastanesi Akdamadeni Yozgat,3543141307
730,Yozgat Az Ve Di Sal Merkezi,39.83108,34.822956,Bilal ahin Mah.H.Ahmet Yesevi Cad. No:65,3542173268
731,Yozgat Boazlyan Devlet Hastanesi,39.19799,35.247547,Kemaliye Mh. Hastane Cd. No:7 Boazlyan Devlet Hastanesi Boazlyan / Yozgat,3546451032
732,Yozgat Devlet Hastanesi,39.816414,34.80743,Develik Mah. amlk Cad. 66200 Yozgat,3542121070
733,Yozgat Saraykent le Hastanesi,39.716694,35.522705,Fatih Mahallesi M.K.Bulvvar Saraykent le Devlet Hastanesi,3543687022
734,Yozgat Sarkaya Devlet Hastanesi,39.522053,35.381256,ekerpnar Mahallesi Hastane Caddesi Sarkaya Devlet Hastanesi Sarkaya /yozgat,3547723366
735,Yozgat Sorgun Devlet Hastanesi,39.867588,35.18054,Karsyaka Mahalles Hastane Caddes Sorgun,3544151215
736,Yozgat Yerky Devlet Hastanesi,39.7093,34.469173,Ali Vehpi Pandr Mah. Hastane Cad. No:1,3545162470
737,Yozgat ekerek Devlet Hastanesi,40.070305,35.485043,Yeniyol Mah. Lise Cad. No:1 Devlet Hastanesi ekerek/yozgat,3544681163
738,Yozgat efaatli Devlet Hastanesi,39.54853,34.75207,Yeni Mahalle Kayseri Caddesi No :41,3545643015
739,Zonguldak Alapl Devlet Hastanesi,41.18321,31.3844,Yeni Siteler Mah  Hastane Sk No 11 Alapl Zonguldak,3723784990
740,Zonguldak Atatrk Devlet Hastanesi,41.45949,31.794619,Merutiyet Mahallesi Huzur Sokak No:35 Zonguldak,3722521900
741,Zonguldak Az Ve Di Sal Merkezi,31.790085,41.486977,Mithatpaa Mh. Blent Ecevit Cd. No:64,3722596650
742,Zonguldak Devrek Devlet Hastanesi,41.21406,31.959616,Yeni Mahalle Vedat Ali zkan Caddesi Devrek Zonguldak,3725562132
743,Zonguldak Gkebey le Hastanesi,41.30754,32.13921,ay Mah. stasyon Cad. Tren stasyonu Kars,3725122750
744,Zonguldak Kadn Doum Ve ocuk Hastalklar Hastanesi,31.811531,41.46024,Tepeba Mahallesi Deirmenba Sokak No:145,3722683222
745,Zonguldak Karadeniz Ereli Az Ve Di Sal Merkezi,41.268032,31.456968,"Kavaklk Mah. Devrek Yolu Cd. (Carrefour st) 
67300 Kdz.Ereli / Zonguldak",3723235100
746,Zonguldak Karadeniz Ereli Devlet Hastanesi,41.29119,31.405964,Sleymanlar Mah.Hastane Cad.67300 Kdz.Ereli/zonguldak,3723150515
747,Zonguldak Uzun Mehmet Gs Ve Meslek Hastalklar Hastanesi,41.452168,31.792746,Mithatpaa Mah. Salk Sok. No:35/a Zonguldak,3722514361
748,Zonguldak aycuma Devlet Hastanesi,41.425575,32.068962,ay Mh. Topba Mevkii 67900 aycuma/zonguldak,3726158222
749,Aksaray Az Ve Di Sal Merkezi,38.38106,34.03002, Zafer Mahallesi Nevehir Caddesi 3163 Sokak 68100 Aksaray,3822122258
750,Aksaray Devlet Hastanesi,38.395718,34.025658,Zafer Mahallesi Nevehir Caddesi  68100 Aksaray,3822129100
751,Aksaray Eskil Devlet Hastanesi,38.393776,33.41964,Merkez Mahallesi Muhsin Yazcolu Caddesi Eskil / Aksaray,3824115294
752,Aksaray Glaa le Hastanesi,38.40377,34.334713,stiklal Mah. Glaa Aksaray,3824312868
753,Aksaray Ortaky Devlet Hastanesi,38.72841,34.03088,Zafer Mah Krehir Yolu 4 Km Yeni Sanayi Kars  Ortaky ,3823518166
754,Bayburt Az Ve Di Sal Merkezi,40.27149,40.21597,"ingah Mah.
Not:acil Polikliniimiz Hafta i Hergn Saat 17:00 le 24:00
Saatleri Arasnda Hizmet Vermektedir.",4582114978
755,Bayburt Devlet Hastanesi,40.26731,40.209854,"ingah Mah. 
bni Sina Cad.
No: 25",4582119191
756,Karaman Az Ve Di Sal Merkezi,39.74488,37.015472,Karaman Az Ve Di Sal Merkezi Mansurdede Mah.143. Sk. No3/1 Karaman,3382141328
757,Karaman Devlet Hastanesi,37.16572,33.256657,Dou Kla Mh. 1984 Sk.Merkez/ Karaman,3382263000
758,Karaman Ermenek Devlet Hastanesi,36.712467,32.893066,"Emenek Devlet Hastanesi
Seyran Mahallesi Fincan Tepesi Mevkii No :1-C
Ermenek-karaman",3387161041
759,Krkkale Az Ve Di Sal Merkezi,39.839947,33.51366,Kurtulu Mah. Ahl Caddesi No:1 Krkkale,3182251818
760,Krkkale Yksek htisas Hastanesi,39.862812,33.485703,"Yksek htisas Merkez Bina: Hastane Cad. Yahihan /krkkale 3182151000
y.i.h hac hidayet semt polikliini: yeni mah.salk cad.no:1 merkez/krkkale 3182242886
keskin sempt polk: krehir yolu zeri keskin girii keskin 3185153161",3182151000
761,Batman Az Ve Di Sal Merkezi,37.888878,41.12732,"Ziya Gkalp Mah Edip Solmaz Blv
                         Batman",4882153185
762,Batman Blge Devlet Hastanesi,38.307182,41.176758,Gltepe Mahallesi Eflatun Caddesi No 1 Merkez Batman,4882213066
763,Batman Gerc Devlet Hastanesi,37.63381,41.371765,Balaba Mah.Belleniye Halk Konutlar Yan No:57,4883412498
764,Batman Kadn Doum Ve ocuk Hastalklar Hastanesi,37.904118,41.1232,Batman Kadn Doum Ve ocuk Hastalklar Hastanesi Ziya Gkalp Mah. Ssk Caddesi Batman,4882131213
765,Batman Kozluk Devlet Hastanesi,38.207973,41.48987,Tepecik Mahallesi Ova Caddesi 72400 Kozluk/batman,4884112266
766,Batman Sason Devlet Hastanesi,38.346504,41.412277,Aa Mah Sason,4884612652
767,rnak Beytebap Devlet Hastanesi,37.571793,43.15979,Ali avu Mahallesi Bar Caddesi Beytebap Devlet Hastanesi,4863112199
768,rnak Cizre  Dr.Selahattin Cizreliolu Devlet Hastanesi,37.332375,42.185547,Yafes Mahallesi Bane Cirf Mevki,4866170410
769,rnak Cizre Az Ve Di Sal Merkezi,37.329765,42.180634,Sur Mahallesi Hastane Caddesi No:7,4866162601
770,rnak Devlet Hastanesi,37.524975,42.45529,Cizre Cd. Bahelievler Mah. rnak Merkez,4862161361
771,rnak Dt. Nurullah Kadrhan  Az Ve Di Sal Merkezi,37.52569,42.4554,"Cumhuriyet Mah.Hastane Cad.l Salk Mdrl Kars
rnak",4862166111
772,rnak Silopi Devlet Hastanesi,37.261486,42.454605,Yeniehir Mah. pek Yolu zeri Silopi Devlet Hastanesi,4865183110
773,rnak Uludere Devlet Hastanesi,37.526066,42.45598,"Uludere Devlet Hastanesi Yeilyuva Mah.Vatan Cad.No=195 
rnak/uludere",4863512106
774,rnak dil Devlet Hastanesi,37.524075,42.455883,Aa Mahalle Hastane Cad. No:1 dil \rnak,4865513636
775,Bartn Az Ve Di Sal Merkezi,41.62611,41.62611,Alada Mah. Kavallar Cad.Bartn Kadn Doum Ve ocuk Hastalklar Binas 2.Kat,3782287864
776,Bartn Devlet Hastanesi,41.627647,32.355618,Tuna Mah. mertepe Mevki,3782277621
777,Ardahan Az Ve Di Sal Merkezi,40.77222,43.132324,Halil Efendi Mh. ehitler Cd. Cami Sk. 1/1 Ardahan,4782115972
778,Ardahan Devlet Hastanesi,42.691944,41.105328,Sugze Mevki nn Mahallesi- Ardahan,4782113044
779,Ardahan Gle Devlet Hastanesi,40.801334,42.62146,Oltu Cad.No:1 Gle,4784112013
780,Idr Az Ve Di Sal Merkezi,39.92973,44.04674,7 Kasm Mah.Doubayazt Cad. Eski Ssk Binas /dr,4762270404
781,Idr Devlet Hastanesi,39.937252,44.07163,"Idr Devlet Hastanesi
Kla Mahallesi. Melekli Yolu Girii

",4762260303
782,Idr Tuzluca Devlet Hastanesi,39.77055,43.027527,Tuzluca Devlet Hastanesi Tuzluca Sokak Tuzluca/gdr,4763112118
783,Yalova Az Ve Di Sal Merkezi,40.66814,29.267578,Bahelievler Mah. Kouyolu Cad.Saglk Kompleksi Yalova Az Ve Di Sal Merkezi l Milli Eitim Binas Arkas,2268143800
784,Yalova Devlet Hastanesi,40.66814,29.30603,zmit Yolu zeri 3.Km Yalova,2268115200
785,Yalova narck Devlet Hastanesi,40.659805,29.270325,"Belediye Sok. No: 8 narck/yalova
narck Belediyesi Kars",2262461666
786,Karabk Az Ve Di Sal Merkezi,41.11646,32.612663,Zonguldak Cad. ar Yap  Merkezi B Blok Kat:1-2 Karabk/merkez,3704242096
787,Karabk Safranbolu Devlet Hastanesi,41.252758,32.68441,Salk Sokak Safranbolu Devlethastanesi Safranbolu/karabk,3707121187
788,Karabk Salk Bakanl Karabk niversitesi Karabk Eitim Ve Aratrma Hastanesi,41.20759,32.61017,"irinevler Mahallesi Alparslan Caddesi No :1 
78200 Merkez/karabk",3704158000
789,Karabk Yenice Devlet Hastanesi,41.21482,32.308044,smetpaa Mah. Doruk Sok. No:1 ,9707664606
790,Kilis Az Ve Di Sal Merkezi,36.721447,37.09705,Ekrem etin Mah.Harun Reit Cad.No:1 Kilis,3488139012
791,Kilis Devlet Hastanesi,36.71802,37.12284,evreyolu zeri ncpnar Kava Kilis/merkez,3488135202
792,Osmaniye Az Ve Di Sal Merkezi,37.081474,36.227417,Alibeyli Mahallesi Musa ahin Bulvar No:309 Merkez/osmaniye,3288144468
793,Osmaniye Devlet Hastanesi,37.051,36.183987,D400 Karayolu zeri Akyar Mevki Osmaniye,3288261200
794,Osmaniye Dzii Devlet Hastanesi,37.35433,36.460876,Boazii Mahallesi Dzii/osmaniye,3288765599
795,Osmaniye Kadirli Az Ve Di Sal Merkezi,37.0749,36.24321,Cemalpaa Mah. 1622 Sok. No:8 Kadirli/osmaniye,3287170083
796,Osmaniye Kadirli Devlet Hastanesi,37.371796,36.084595,Cengiz Topel Mah. Alparslan Trke Bulvar Kadirli Devlet Hastanesi,3287177777
797,Dzce Akakoca Devlet Hastanesi,41.05,31.17,Cumhuriyet Mahallesi Beyol Sokak No:1 Akakoca / Dzce,3806114005
798,Dzce Atatrk Devlet Hastanesi,40.838116,31.135603,"1.Adres: Dzce Atatrk Devlet Hastanesi-muncurlu Hizmet Binas(Muncurlu Ky)
2.Adres: Dzce Atatrk Devlet Hastanesi-ssk Hiznet Binas (Aziziye Mahallesi)
3.Adres: Dzce Atatrk Devlet Hastanesi-acil Binas Yan (Aziziye Mahallesi Yunus Market Kars)",3805291300
799,Dzce Az Ve Di Sal Merkezi,15.45,15.45,Aziziye Mahallesi 932.Sokak No.6,3805141242
